locus_tag	gene	product
karp_03140	rplJ	50S ribosomal protein L10
karp_03145	rplA	50S ribosomal protein L1
karp_03150	rplK	50S ribosomal protein L11
karp_03155	nusG	transcription termination/antitermination factor NusG
karp_03160	secE	preprotein translocase subunit SecE
karp_03170	tuf	elongation factor Tu
karp_03175	plsC	1-acyl-sn-glycerol-3-phosphate acyltransferase
karp_03180	recR	recombination protein RecR
karp_03185	yciB	septation protein A
karp_03190	fTR1	iron permease
karp_03195	NA	cupredoxin domain-containing protein
karp_03205	eAL	EAL domain-containing protein
karp_03210	abcT	ABC transporter ATP-binding protein
karp_03215	art	arginine ABC transporter permease
karp_03220	NA	DDE transposase family protein
karp_03225	NA	Transposase
karp_03230	NA	hypothetical protein
karp_03235	NA	DDE transposase family protein
karp_03240	NA	DDE superendonuclease family protein
karp_03245	NA	DDE superendonuclease family protein
karp_03250	NA	Transposase
karp_03255	NA	Conjugal transfer protein
karp_03265	gst	glutathione S-transferase
karp_03270	NA	Replicative DNA helicase
karp_03275	NA	hypothetical protein
karp_03280	nusB	transcription antitermination factor NusB
karp_03285	hisS	histidine--tRNA ligase
karp_03290	mlaD	outer membrane lipid asymmetry maintenance protein MlaD
karp_03295	nuo	NADH ubiquinone oxidoreductase
karp_03300	rnhA	ribonuclease H
karp_03305	sspB2	Stringent starvation protein B
karp_03310	dsbA	thiol:disulfide interchange protein
karp_03315	fdxA	ferredoxin
karp_03320	ccmC	heme exporter protein C
karp_03325	yfiH	Laccase domain protein YfiH
karp_03330	glnA	glutamine synthetase
karp_03335	NA	Transposase
karp_03340	NA	Conjugal transfer protein
karp_03345	NA	Ankyrin repeat-containing protein 09
karp_03350	NA	hypothetical protein
karp_03355	NA	Conjugal transfer protein TraE
karp_03360	NA	Conjugal transfer TraD family protein
karp_03365	NA	hypothetical protein
karp_03370	lacA	ribose-5-phosphate isomerase
karp_03375	NA	Replicative DNA helicase
karp_03380	NA	DnaA-N domain-containing protein
karp_03385	NA	hypothetical protein
karp_03390	NA	hypothetical protein
karp_03395	NA	Transposase
karp_03400	greA	transcription elongation factor GreA
karp_03405	rpoH	RNA polymerase factor sigma-32
karp_03410	NA	hypothetical protein
karp_03415	NA	Copper(I)-binding protein
karp_03420	NA	hypothetical protein
karp_03425	NA	Transposase
karp_03430	NA	DDE superendonuclease family protein
karp_03435	aNKYR	Ankyrin repeat protein with 8 ankyrin repeats
karp_03440	traC	conjugal transfer protein TraC
karp_03445	traW	type-F conjugative transfer system protein TraW
karp_03450	NA	hypothetical protein
karp_03455	traU	conjugal transfer protein
karp_03460	NA	Type-F conjugative transfer system pilin assembly protein TrbC
karp_03465	pilW	type IV pilus biogenesis/stability protein PilW
karp_03470	NA	DUF4065 domain-containing protein
karp_03475	NA	hypothetical protein
karp_03480	traF	conjugal transfer protein
karp_03485	NA	Conjugal transfer protein TraH
karp_03490	NA	Conjugal transfer protein TraH
karp_03495	traG	conjugal transfer protein TraG
karp_03500	putP	sodium:proline symporter
karp_03510	icd	isocitrate dehydrogenase
karp_03515	hemC	hydroxymethylbilane synthase
karp_03520	proP	proline/betaine transporter
karp_03525	NA	RNA-binding protein
karp_03530	NA	hypothetical protein
karp_03535	tdcB	threonine dehydratase
karp_03540	ycbZ	endopeptidase La
karp_03545	dnaA	Chromosomal replication initiator protein DnaA
karp_03550	purF	amidophosphoribosyltransferase
karp_03555	miaA	tRNA (adenosine(37)-N6)-dimethylallyltransferaseMiaA
karp_03560	rnhB	ribonuclease HII
karp_03565	NA	DUF2312 domain-containing protein
karp_03570	NA	Integrase
karp_03575	NA	Integrase
karp_03580	NA	Integrase
karp_03585	NA	Integrase
karp_03590	NA	hypothetical protein
karp_03595	pilW	type IV pilus biogenesis/stability protein PilW
karp_03600	spoT	(p)ppGpp synthase/hydrolase, HD superfamily
karp_03605	NA	ATP-binding protein
karp_03610	NA	ATP-binding protein
karp_03615	NA	ATP-binding protein
karp_03625	NA	Znf/thioredoxin-put domain-containing protein
karp_03630	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
karp_03635	NA	Transposase, YhgA-like family protein
karp_03640	virD4	Type IV secretory pathway, VirD4 component, TraG/TraD family ATPase
karp_03645	NA	Conjugal transfer protein TraD
karp_03650	NA	Conjugal transfer protein TraH
karp_03655	NA	Conjugal transfer protein TraH
karp_03660	NA	IS982 family transposase
karp_03665	NA	Conjugal transfer protein
karp_03670	NA	hypothetical protein
karp_03675	NA	hypothetical protein
karp_03680	NA	Conjugal transfer protein TraN
karp_03685	NA	Integrase
karp_03690	NA	Conjugative transfer domain protein
karp_03695	NA	hypothetical protein
karp_03700	NA	hypothetical protein
karp_03705	NA	hypothetical protein
karp_03710	NA	Conjugal transfer protein TraE
karp_03715	traL	Uncharacterised protein
karp_03720	NA	Phage integrase family protein
karp_03725	NA	Integrase
karp_03730	NA	ATP-binding protein
karp_03735	NA	hypothetical protein
karp_03740	NA	Putative ompA-like autotransporter
karp_03745	aNKYR	Ankyrin repeat protein with 5 ankyrin repeats
karp_03750	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_03755	NA	hypothetical protein
karp_03760	NA	DnaA-N domain-containing protein
karp_03765	NA	hypothetical protein
karp_03770	NA	transposase
karp_03775	NA	IS110 family transposase
karp_03780	NA	Transposase IS116/IS110/IS902 family protein
karp_03785	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_03790	baeS	ATP-binding protein
karp_03795	NA	ATP-binding protein
karp_03800	NA	ATP-binding protein
karp_03805	NA	ATP-binding protein
karp_03810	NA	ATP-binding protein
karp_03815	NA	Site-specific DNA-methyltransferase (adenine-specific)
karp_03820	NA	RNA-binding protein
karp_03825	NA	RNA-binding protein
karp_03830	dnaB	replicative DNA helicase
karp_03835	traA	conjugal transfer protein TraA
karp_03840	NA	conjugal transfer protein TraN
karp_03845	NA	DnaA-N domain-containing protein
karp_03850	NA	hypothetical protein
karp_03855	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_03860	aNKYR	Ankyrin repeat protein with 5 ankyrin repeats
karp_03865	NA	Putative ompA-like autotransporter
karp_03870	dam	DNA methyltransferase
karp_03875	baeS	Signal transduction histidine kinase
karp_03880	baeS	sensor histidine kinase
karp_03885	spoT	(p)ppGpp synthase/hydrolase, HD superfamily
karp_03890	NA	transposase
karp_03895	traD	conjugative transfer protein
karp_03900	ltrA	group II intron reverse transcriptase/maturase
karp_03905	traA	conjugal transfer protein TraA
karp_03910	traA	conjugal transfer protein TraA
karp_03915	traI	conjugal transfer protein TraI
karp_03920	NA	transposase
karp_03925	traD	conjugal transfer protein
karp_03930	NA	hypothetical protein
karp_03935	traG	conjugal transfer protein TraG
karp_03940	NA	Conjugal transfer protein TraH
karp_03945	NA	Conjugal transfer protein TraH
karp_03950	traF	conjugal transfer protein
karp_03955	traN	conjugal transfer protein TraN
karp_03960	NA	Integrase
karp_03965	NA	Integrase
karp_03970	NA	Replicative DNA helicase
karp_03975	NA	Replicative DNA helicase
karp_03980	NA	Integrase
karp_03985	NA	Integrase
karp_03990	NA	Integrase
karp_03995	NA	Integrase
karp_04000	traL	Uncharacterised protein
karp_04005	scaA	ScaA autotransporter protein
karp_04010	NA	IS5 family transposase ISOt6
karp_04015	NA	DDE superendonuclease family protein
karp_04020	NA	Multidrug resistance protein MdtL
karp_04025	NA	MFS transporter
karp_04030	NA	hypothetical protein
karp_04035	NA	hypothetical protein
karp_04040	NA	IS982 family transposase
karp_04045	lepB	signal peptidase I
karp_04050	rnc	ribonuclease III
karp_04055	NA	IS5 family transposase ISOt6
karp_04060	NA	DDE superendonuclease family protein
karp_04065	NA	IS5 family transposase ISOt6
karp_04070	NA	DDE superendonuclease family protein
karp_04075	NA	IS5 family transposase ISOt6
karp_04080	NA	DnaB-like helicase C terminal domain protein
karp_04085	NA	(P)pGpp hydrolase
karp_04090	menE,fadK	acyl-[ACP]--phospholipid O-acyltransferase
karp_04095	ypfH	esterase
karp_04100	nth	endonuclease III
karp_04105	grxD	Grx4 family monothiol glutaredoxin
karp_04110	nifU	NifU family protein
karp_04115	NA	transcriptional regulator
karp_04120	fieF	Cation efflux family
karp_04125	tadA	tRNA-specific adenosine deaminase
karp_04130	ligA	DNA ligase (NAD(+)) LigA
karp_04135	pepA	aminopeptidase
karp_04140	NA	Transposase
karp_04145	NA	Transposase
karp_04150	dam	DNA methyltransferase
karp_04155	NA	ATP-binding protein
karp_04160	baeS	sensor histidine kinase
karp_04165	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_04170	NA	Putative permease
karp_04175	NA	Transposase
karp_04180	NA	DDE superendonuclease family protein
karp_04185	NA	DDE superendonuclease family protein
karp_04190	NA	hypothetical protein
karp_04195	NA	Lipase-3 domain-containing protein
karp_04200	NA	hypothetical protein
karp_04205	murJ	lipid II flippase MurJ
karp_04210	NA	DDE-3 domain-containing protein
karp_04215	arpD	type I secretion system permease/ATPase
karp_04220	hlyD	HlyD family type I secretion periplasmic adaptor subunit
karp_04225	NA	Transposase
karp_04230	NA	Transposase
karp_04235	NA	Conjugative transfer protein
karp_04240	NA	IS982 family transposase
karp_04245	NA	hypothetical protein
karp_04250	tlc	ATP/ADP translocase
karp_04255	tlcC	AAA family ATPase
karp_04260	NA	hypothetical protein
karp_04265	ispB	octaprenyl-diphosphate synthase
karp_04270	NA	Conjugative transfer domain protein
karp_04275	NA	Putative conjugative transfer protein
karp_04280	NA	Conjugal transfer protein TraG
karp_04285	traG	conjugal transfer protein TraG
karp_04290	NA	hypothetical protein
karp_04295	NA	TPR repeat-containing protein 03
karp_04300	NA	Conjugal transfer protein TraG
karp_04305	NA	Conjugal transfer protein
karp_04310	virD4	Type IV secretory pathway, VirD4 component, TraG/TraD family ATPase
karp_04315	NA	Transposase
karp_04320	NA	Ankyrin repeat-containing protein 09
karp_04325	traA	conjugal transfer protein TraA
karp_04330	NA	Conjugal transfer protein TraA
karp_04335	traA	conjugal transfer protein TraA
karp_04340	NA	hypothetical protein
karp_04345	apaG	Co2+/Mg2+ efflux protein ApaG
karp_04350	pleD	PleD family two-component system response regulator
karp_04360	ubiX	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
karp_04365	mgtE	magnesium transporter
karp_04370	ybeY	rRNA maturation RNase YbeY
karp_04375	NA	IS982 family transposase
karp_04380	ftsY	signal recognition particle-docking protein FtsY
karp_04385	NA	DUF2660 domain-containing protein
karp_04390	virB9-1	P-type conjugative transfer protein VirB9
karp_04395	virB8-1	type VI secretion protein
karp_04410	thyA	thymidylate synthase (FAD)
karp_04415	cinA	Competence-damaged protein cinA
karp_04420	pgpA	phosphatidylglycerophosphatase A
karp_04425	perM	AI-2E family transporter
karp_04430	hemA	5-aminolevulinate synthase
karp_04435	ptrB	S9 family peptidase
karp_04440	rpsT	30S ribosomal protein S20
karp_04445	rplQ	50S ribosomal protein L17
karp_04450	rpoA	DNA-directed RNA polymerase subunit alpha
karp_04455	rpsK	30S ribosomal protein S11
karp_04460	rpsM	30S ribosomal protein S13
karp_04465	adk	adenylate kinase
karp_04470	secY	preprotein translocase subunit SecY
karp_04475	rplO	50S ribosomal protein L15
karp_04480	rpsE	30S ribosomal protein S5
karp_04485	rplR	50S ribosomal protein L18
karp_04490	rplF	50S ribosomal protein L6
karp_04495	rpsH	30S ribosomal protein S8
karp_04500	rpsN	30S ribosomal protein S14
karp_04505	rplE	50S ribosomal protein L5
karp_04510	rplX	50S ribosomal protein L24
karp_04515	rplN	50S ribosomal protein L14
karp_04520	rpsQ	30S ribosomal protein S17
karp_04525	rpmC	50S ribosomal protein L29
karp_04530	rplP	50S ribosomal protein L16
karp_04535	rpsC	30S ribosomal protein S3
karp_04540	rplV	50S ribosomal protein L22
karp_04545	rpsS	30S ribosomal protein S19
karp_04550	rplB	50S ribosomal protein L2
karp_04555	rplW	50S ribosomal protein L23
karp_04560	rplD	50S ribosomal protein L4
karp_04565	rplC	50S ribosomal protein L3
karp_04570	rpsJ	30S ribosomal protein S10
karp_04575	tuf	elongation factor Tu
karp_04590	rlmB	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB
karp_04595	recA	DNA recombination/repair protein RecA
karp_04600	fabG	3-oxoacyl-ACP reductase
karp_04605	acpP	acyl carrier protein
karp_04610	fabF	beta-ketoacyl-[acyl-carrier-protein] synthase II
karp_04615	rpmG	50S ribosomal protein L33
karp_04620	rpsP	30S ribosomal protein S16
karp_04630	NA	Transposase
karp_04635	NA	Transposase
karp_04640	NA	hypothetical protein
karp_04645	NA	hypothetical protein
karp_04650	rplT	50S ribosomal protein L20
karp_04655	rpmI	50S ribosomal protein L35
karp_04660	htpG	molecular chaperone HtpG
karp_04665	dapE	succinyl-diaminopimelate desuccinylase
karp_04675	tig	trigger factor
karp_04680	mdlB	multidrug resistance protein
karp_04685	ompR	two-component system response regulator
karp_04690	rpsF	30S ribosomal protein S6
karp_04695	rpsR	30S ribosomal protein S18
karp_04700	rplI	50S ribosomal protein L9
karp_04705	tlcC	AAA family ATPase
karp_04710	NA	hypothetical protein
karp_04725	NA	DUF2748 domain-containing protein
karp_04730	mnmA	tRNA 2-thiouridine(34) synthase MnmA
karp_04735	NA	Propionyl-CoA carboxylase beta chain
karp_04740	NA	Propionyl-CoA carboxylase beta chain
karp_04745	NA	Propionyl-CoA carboxylase beta chain
karp_04750	NA	Biotin-carb-N domain-containing protein
karp_04755	NA	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
karp_04760	NA	CbamoylP-synth-lsu-like-ATP-bd domain-containing protein
karp_04765	NA	Biotin carboxylase
karp_04770	NA	ATP-binding protein
karp_04775	NA	ATP-binding protein
karp_04780	NA	Hydrolase
karp_04785	NA	DnaA-N domain-containing protein
karp_04790	NA	DnaA N-terminal domain protein
karp_04795	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_04800	aNKYR	Ankyrin repeat protein with 5 ankyrin repeats
karp_04805	NA	Membrane protein
karp_04810	NA	Site-specific DNA-methyltransferase (adenine-specific)
karp_04815	NA	hypothetical protein
karp_04820	NA	hypothetical protein
karp_04825	NA	ATP-binding protein
karp_04830	baeS	sensor histidine kinase
karp_04835	spoT	(p)ppGpp synthase/hydrolase, HD superfamily
karp_04840	NA	transposase
karp_04845	NA	Conjugal transfer protein TraD
karp_04850	NA	hypothetical protein
karp_04855	NA	Conjugative transfer protein
karp_04860	NA	Conjugal transfer TraD family protein
karp_04865	ltrA	group II intron reverse transcriptase/maturase
karp_04870	traA	conjugal transfer protein TraA
karp_04875	traA	conjugal transfer protein TraA
karp_04880	NA	DnaA-N domain-containing protein
karp_04885	dnaB	replicative DNA helicase
karp_04890	NA	Replicative DNA helicase
karp_04895	aNKYR	Ankyrin repeat
karp_04900	NA	Putative ompA-like autotransporter
karp_04905	NA	Membrane protein
karp_04910	NA	hypothetical protein
karp_04915	NA	hypothetical protein
karp_04920	NA	ATP-binding protein
karp_04925	baeS	sensor histidine kinase
karp_04930	spoT	(p)ppGpp synthase/hydrolase, HD superfamily
karp_04935	fliH	Flagellar biosynthesis/type III secretory pathway protein FliH
karp_04940	pilW	type IV pilus biogenesis/stability protein PilW
karp_04945	NA	hypothetical protein
karp_04950	traD	conjugative transfer protein
karp_04955	ltrA	group II intron reverse transcriptase/maturase
karp_04960	traA	conjugal transfer protein TraA
karp_04965	NA	Conjugal transfer protein TraI
karp_04970	NA	Uncharacterized domain associated with phage/plasmid primase
karp_04975	NA	transposase
karp_04980	traD	conjugal transfer protein
karp_04985	NA	TPR repeat-containing protein 08
karp_04990	traG	conjugal transfer protein TraG
karp_04995	NA	Conjugal transfer protein TraH
karp_05000	NA	conjugal transfer protein TraH
karp_05005	NA	Conjugal transfer protein TraH
karp_05010	traF	conjugal transfer protein
karp_05015	NA	Ankyrin repeat-containing protein 16
karp_05020	traN	conjugal transfer protein TraN
karp_05025	trbC	type-F conjugative transfer system pilin assembly protein TrbC
karp_05030	NA	conjugal transfer protein
karp_05035	NA	Ankyrin repeat-containing protein
karp_05040	NA	Conjugal transfer protein TraC
karp_05045	NA	hypothetical protein
karp_05050	NA	TraE family protein
karp_05055	bcp	peroxiredoxin
karp_05060	NA	Phage integrase family protein
karp_05065	NA	Integrase
karp_05075	NA	Replicative DNA helicase
karp_05080	NA	IS982 family transposase
karp_05085	NA	Putative membrane protein
karp_05090	erhM	2-hydroxyacid dehydrogenase
karp_05095	hyfB	cation:proton antiporter
karp_05100	mnhC	cation:proton antiporter subunit C
karp_05105	NA	Na(+)/H(+) antiporter subunit B
karp_05110	mnhB	DUF4040 domain-containing protein
karp_05115	NA	sodium:proton antiporter
karp_05125	nagD	TIGR01459 family HAD-type hydrolase
karp_05130	gyrB	DNA gyrase subunit B
karp_05135	NA	hypothetical protein
karp_05140	potE	amino acid permease
karp_05150	NA	Transposase
karp_05155	NA	IS5 family transposase ISOt6
karp_05160	NA	hypothetical protein
karp_05165	NA	IS5 family transposase ISOt6
karp_05170	yidC	membrane protein insertase YidC
karp_05175	yihA	YihA family ribosome biogenesis GTP-binding protein
karp_05180	argB	acetylglutamate kinase
karp_05185	NA	IS5 family transposase ISOt6
karp_05190	NA	DDE superendonuclease family protein
karp_05195	NA	IS630 family transposase
karp_05200	NA	Phage integrase family protein
karp_05205	traL	Uncharacterised protein
karp_05210	traE	conjugative transfer protein
karp_05215	traK1	Uncharacterised protein
karp_05220	traK2	Uncharacterised protein
karp_05225	traB	conjugal transfer protein
karp_05230	traV	Uncharacterised protein
karp_05235	traC	conjugal transfer protein TraC
karp_05240	traW	type-F conjugative transfer system protein TraW
karp_05245	NA	hypothetical protein
karp_05250	traU	conjugal transfer protein
karp_05255	trbC	type-F conjugative transfer system pilin assembly protein TrbC
karp_05260	traN	conjugal transfer protein TraN
karp_05265	NA	conjugal transfer protein TraN
karp_05270	traF	conjugal transfer protein
karp_05275	traH	conjugal transfer protein TraH
karp_05280	traG	conjugal transfer protein TraG
karp_05285	NA	TPR repeat-containing protein 08
karp_05290	traD	conjugal transfer protein
karp_05295	NA	transposase
karp_05300	traI	conjugal transfer protein TraI
karp_05305	traA	conjugal transfer protein TraA
karp_05310	NA	hypothetical protein
karp_05315	traD	conjugative transfer protein
karp_05320	NA	transposase
karp_05325	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_05330	baeS	ATP-binding protein
karp_05335	NA	ATP-binding protein
karp_05340	NA	ATP-binding protein
karp_05345	baeS	histidine kinase
karp_05350	NA	ATP-binding protein
karp_05355	dam	DNA methyltransferase
karp_05360	NA	Putative ompA-like autotransporter
karp_05365	aNKYR	Ankyrin repeat protein with 5 ankyrin repeats
karp_05370	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_05375	dnaB	replicative DNA helicase
karp_05380	traA	conjugal transfer protein TraA
karp_05385	NA	IS630 family transposase
karp_05390	NA	cell surface protein
karp_05395	gmk	guanylate kinase
karp_05400	NA	hypothetical protein
karp_05405	cutA	divalent-cation tolerance protein CutA
karp_05410	ffh	signal recognition particle protein
karp_05415	NA	NADH dehydrogenase ubiquinone Fe-S protein 4
karp_05420	xseB	exodeoxyribonuclease VII small subunit
karp_05425	NA	hypothetical protein
karp_05430	NA	hypothetical protein
karp_05435	NA	IS982 family transposase
karp_05440	dnaB	Replicative DNA helicase
karp_05445	NA	RNA-binding protein
karp_05450	NA	RNA-binding protein
karp_05455	NA	hypothetical protein
karp_05460	NA	Repeat-containing protein D
karp_05465	xthA2	exodeoxyribonuclease III
karp_05470	traD	conjugative transfer protein
karp_05475	traA	conjugal transfer protein TraA
karp_05480	NA	Conjugal transfer protein TraI
karp_05485	NA	Conjugal transfer protein TraI
karp_05490	NA	Conjugal transfer protein TraI
karp_05495	NA	Conjugal transfer protein TraA
karp_05500	traA	conjugal transfer protein TraA
karp_05505	traA	conjugal transfer protein TraA
karp_05510	lspA	Lipoprotein signal peptidase
karp_05520	bamD	outer membrane protein assembly factor BamD
karp_05525	bcsA	glycosyl transferase
karp_05530	NA	hypothetical protein
karp_05535	ftsA	cell division protein FtsA
karp_05545	NA	alpha/beta hydrolase
karp_05550	iscR	[Fe-S]-binding protein
karp_05555	nifS	aminotransferase class V-fold PLP-dependent enzyme
karp_05560	sufS	cysteine desulfurase
karp_05565	iscU	Fe-S cluster assembly scaffold IscU
karp_05570	iscA	iron-sulfur cluster assembly accessory protein
karp_05575	hscB	co-chaperone HscB
karp_05580	hscA	molecular chaperone HscA
karp_05585	fdx	(2Fe-2S) ferredoxin
karp_05590	NA	Transposase
karp_05595	NA	IS5 family transposase ISOt6
karp_05600	hPt	Histidine phosphotransfer protein ChpT, HPt domain
karp_05605	fumC	class II fumarate hydratase
karp_05610	pTR2	MFS transporter
karp_05620	NA	Conjugal transfer protein TraE
karp_05625	NA	Peroxiredoxin
karp_05630	NA	Ankyrin repeat family protein
karp_05635	NA	Membrane protein
karp_05640	NA	DDE superendonuclease family protein
karp_05645	NA	IS5 family transposase ISOt6
karp_05650	NA	Conjugal transfer protein
karp_05655	NA	Conjugal transfer protein
karp_05660	gepA	DUF4065 domain-containing protein
karp_05665	NA	TPR repeat-containing protein 03
karp_05670	NA	TPR repeat-containing protein 03
karp_05675	NA	Conjugative transfer protein
karp_05680	traN	conjugal transfer protein TraN
karp_05685	trbC	type-F conjugative transfer system pilin assembly protein TrbC
karp_05690	traU	conjugal transfer protein
karp_05695	NA	hypothetical protein
karp_05700	traW	type-F conjugative transfer system protein TraW
karp_05705	traC	conjugal transfer protein TraC
karp_05710	traV	hypothetical protein
karp_05715	NA	Conjugal transfer protein
karp_05720	traK1	Uncharacterised protein
karp_05725	traE	conjugative transfer protein
karp_05730	traL	Uncharacterised protein
karp_05735	NA	Phage integrase family protein
karp_05740	NA	Integrase
karp_05745	NA	ATP-binding protein
karp_05750	pld	phospholipase D family protein
karp_05755	NA	Transposase family protein
karp_05760	NA	Transposase
karp_05765	NA	Transposase
karp_05770	NA	IS5 family transposase ISOt6
karp_05775	NA	Transposase
karp_05780	NA	IS5 family transposase ISOt6
karp_05785	uvrD	DNA helicase II
karp_05790	NA	Transposase
karp_05795	cysS	cysteine--tRNA ligase
karp_05800	gltX2	glutamate--tRNA ligase 2
karp_05805	mutL	DNA mismatch repair protein MutL
karp_05810	narK	MFS transporter
karp_05815	virB6-4	type VI secretion protein
karp_05820	virB6-3	type VI secretion protein
karp_05825	virB6-2	type VI secretion protein
karp_05830	virB6-1	type VI secretion protein
karp_05835	virB4-1	VirB4 family type IV secretion/conjugal transfer ATPase
karp_05840	virB3	type VI secretion protein
karp_05845	priA	primosomal protein N'
karp_05850	metG	methionine--tRNA ligase
karp_05855	tatD	DNA-binding protein
karp_05860	NA	hypothetical protein
karp_05865	mscC	mechanosensitive ion channel protein MscS
karp_05870	rlpA	septal ring lytic transglycosylase RlpA family lipoprotein
karp_05875	NA	Repeat-containing protein D
karp_05880	NA	hypothetical protein
karp_05885	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_05890	dnaB	replicative DNA helicase
karp_05895	NA	DnaA-N domain-containing protein
karp_05900	NA	hypothetical protein
karp_05905	NA	hypothetical protein
karp_05910	tatA	twin-arginine translocase TatA/TatE family subunit
karp_05915	obgE	GTPase ObgE
karp_05920	nrfF	Cytochrome C biogenesis protein
karp_05925	NA	hypothetical protein
karp_05930	yccA	membrane protein
karp_05935	rpoZ	DNA-directed RNA polymerase subunit omega
karp_05940	spoT	(p)ppGpp synthetase
karp_05945	acpS	holo-ACP synthase
karp_05950	NA	hypothetical protein
karp_05955	groEL	molecular chaperone GroEL
karp_05960	groES	Co-chaperonin GroES
karp_05965	aNKYR	Ankyrin repeat protein with 5 ankyrin repeats
karp_05970	dnaB	replicative DNA helicase
karp_05975	baeS	Signal transduction histidine kinase
karp_05980	raiA	Ribosome-associated translation inhibitor RaiA
karp_05985	NA	Conjugal transfer protein TraI
karp_05990	aNKYR	Ankyrin repeat
karp_05995	traA	conjugal transfer protein TraA
karp_06000	traA	conjugal transfer protein TraA
karp_06005	traA	conjugal transfer protein TraA
karp_06010	NA	Conjugative transfer protein
karp_06015	NA	Conjugative transfer protein
karp_06020	NA	hypothetical protein
karp_06025	NA	TPR repeat-containing protein 08
karp_06030	NA	Conjugal transfer protein TraD
karp_06035	NA	transposase
karp_06040	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_06045	baeS	ATP-binding protein
karp_06050	NA	DDE superendonuclease family protein
karp_06055	NA	DDE superendonuclease family protein
karp_06060	NA	DDE superendonuclease family protein
karp_06065	NA	Uncharacterized domain associated with phage/plasmid primase
karp_06070	rpnC	transposase
karp_06075	NA	IS110-like element ISOt5 family transposase
karp_06080	NA	Putative transposase
karp_06085	virD4	Type IV secretory pathway, VirD4 component, TraG/TraD family ATPase
karp_06090	NA	DDE superendonuclease family protein
karp_06095	NA	DDE superendonuclease family protein
karp_06100	NA	IS5 family transposase ISOt6
karp_06105	NA	Conjugal transfer protein
karp_06110	NA	Conjugal transfer protein TraD
karp_06115	NA	Conjugal transfer protein TraH
karp_06120	NA	Conjugal transfer protein TraH
karp_06125	NA	IS982 family transposase
karp_06130	NA	IS982 family transposase
karp_06135	NA	hypothetical protein
karp_06140	NA	(P)pGpp hydrolase
karp_06145	NA	Integrase
karp_06150	NA	Integrase
karp_06155	dnaB	replicative DNA helicase
karp_06160	NA	DnaA-N domain-containing protein
karp_06165	NA	Reverse transcriptase
karp_06170	NA	hypothetical protein
karp_06175	NA	Transposase
karp_06180	NA	Transposase DDE domain protein
karp_06185	bamB	Outer membrane protein assembly factor BamB
karp_06190	NA	DUF2659 domain-containing protein
karp_06195	NA	Transposase
karp_06200	NA	IS630 family transposase
karp_06205	NA	Transposase
karp_06210	NA	Transposase
karp_06215	ssb	single-stranded DNA-binding protein
karp_06220	NA	peptidase
karp_06225	NA	Conjugal transfer protein TraE
karp_06230	lepA	elongation factor 4
karp_06235	prfA	peptide chain release factor 1
karp_06240	NA	hypothetical protein
karp_06245	NA	hypothetical protein
karp_06250	hemB	porphobilinogen synthase
karp_06255	tolQ	protein TolQ
karp_06260	tolR	protein TolR
karp_06265	NA	hypothetical protein
karp_06270	nadK	NAD kinase
karp_06275	tsaD	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD
karp_06280	cdnL	CarD family transcriptional regulator
karp_06285	dnaQ	DNA polymerase III subunit epsilon
karp_06290	putP	sodium:proline symporter
karp_06295	traL	Uncharacterised protein
karp_06300	NA	conjugative transfer protein
karp_06305	NA	Conjugal transfer protein
karp_06310	ppdK	pyruvate, phosphate dikinase
karp_06315	vut1	membrane protein
karp_06320	NA	Transposase
karp_06325	NA	Ankyrin
karp_06330	atpB	ATP synthase subunit A
karp_06335	atpE	ATP synthase subunit C
karp_06340	atpF	ATP synthase subunit B
karp_06345	atpF	ATP synthase subunit b
karp_06350	NA	Transposase
karp_06355	NA	DDE superendonuclease family protein
karp_06360	NA	IS5 family transposase ISOt6
karp_06365	ftsK	DNA translocase FtsK
karp_06370	NA	DUF2672 domain-containing protein
karp_06375	ettA	energy-dependent translational throttle protein EttA
karp_06380	NA	hypothetical protein
karp_06385	NA	Transposase
karp_06390	NA	IS982 family transposase
karp_06395	NA	hypothetical protein
karp_06400	NA	Reverse transcriptase
