#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ikeda_03735          -          TPR_2                PF07719.21   8.1e-45  147.3  37.2   1.7e-09   37.1   1.5   6.2   6   0   0   6   6   6   6 -
gilliam_00785        -          TPR_2                PF07719.21   1.7e-44  146.3  26.7   5.8e-06   26.1   0.4   9.3   9   0   0   9   9   9   8 -
ut176_01210          -          TPR_2                PF07719.21   7.6e-44  144.3  22.2   3.7e-06   26.7   0.1   7.1   7   0   0   7   7   7   6 -
gilliam_10715        -          TPR_2                PF07719.21   4.2e-43  142.0  27.6   1.5e-05   24.8   0.0   9.3   9   0   0   9   9   9   8 -
ta686_08035          -          TPR_2                PF07719.21   4.2e-43  142.0  27.6   1.5e-05   24.8   0.0   9.3   9   0   0   9   9   9   8 -
gilliam_04435        -          TPR_2                PF07719.21   8.6e-43  141.0  30.1   5.3e-06   26.2   0.2   9.3   9   0   0   9   9   9   9 -
karp_07585           -          TPR_2                PF07719.21     3e-42  139.3  31.0   1.5e-06   28.0   0.7   7.2   7   0   0   7   7   7   7 -
kato_11620           -          TPR_2                PF07719.21   4.2e-42  138.8  31.8   1.3e-06   28.1   0.4   7.2   7   0   0   7   7   7   7 -
ta686_03430          -          TPR_2                PF07719.21   4.8e-40  132.4  24.0   5.7e-07   29.2   0.2   6.2   6   0   0   6   6   6   6 -
ut76_08560           -          TPR_2                PF07719.21   8.4e-40  131.7  26.1   3.2e-09   36.3   0.4   5.2   5   0   0   5   5   5   5 -
kato_08210           -          TPR_2                PF07719.21   9.5e-40  131.5  22.0   4.7e-08   32.6   0.3   6.3   6   0   0   6   6   6   6 -
boryong_07715        -          TPR_2                PF07719.21   8.8e-39  128.5  18.3     3e-07   30.1   0.1   6.2   6   0   0   6   6   6   5 -
ut176_02655          -          TPR_2                PF07719.21     3e-38  126.8  27.2   1.7e-08   34.0   0.2   7.5   8   0   0   8   8   7   6 -
boryong_00645        -          TPR_2                PF07719.21   2.2e-37  124.1  15.2   2.2e-05   24.3   0.1   6.2   6   0   0   6   6   6   6 -
boryong_03590        -          TPR_2                PF07719.21   2.2e-37  124.1  15.2   2.2e-05   24.3   0.1   6.2   6   0   0   6   6   6   6 -
boryong_06290        -          TPR_2                PF07719.21   2.2e-37  124.1  15.2   2.2e-05   24.3   0.1   6.2   6   0   0   6   6   6   6 -
boryong_06685        -          TPR_2                PF07719.21   2.2e-37  124.1  15.2   2.2e-05   24.3   0.1   6.2   6   0   0   6   6   6   6 -
boryong_06850        -          TPR_2                PF07719.21   2.2e-37  124.1  15.2   2.2e-05   24.3   0.1   6.2   6   0   0   6   6   6   6 -
boryong_11735        -          TPR_2                PF07719.21   2.2e-37  124.1  15.2   2.2e-05   24.3   0.1   6.2   6   0   0   6   6   6   6 -
kato_04085           -          TPR_2                PF07719.21   3.5e-37  123.5  14.8   1.9e-06   27.6   0.0   6.5   7   0   0   7   7   6   6 -
karp_08830           -          TPR_2                PF07719.21   6.8e-37  122.6  18.4   1.4e-08   34.2   0.2   6.3   6   0   0   6   6   6   5 -
gilliam_05220        -          TPR_2                PF07719.21   8.6e-37  122.3  24.0   2.8e-07   30.2   0.2   6.2   6   0   0   6   6   6   5 -
gilliam_10055        -          TPR_2                PF07719.21   8.6e-37  122.3  24.0   2.8e-07   30.2   0.2   6.2   6   0   0   6   6   6   5 -
karp_01270           -          TPR_2                PF07719.21   1.5e-36  121.5  23.4   5.4e-07   29.3   0.5   5.2   5   0   0   5   5   5   5 -
gilliam_13065        -          TPR_2                PF07719.21   1.1e-35  118.8  19.4   7.9e-07   28.8   0.1   6.2   6   0   0   6   6   6   6 -
gilliam_01670        -          TPR_2                PF07719.21   1.8e-35  118.1  32.5   7.9e-07   28.8   0.6   6.2   6   0   0   6   6   6   6 -
gilliam_04335        -          TPR_2                PF07719.21   8.1e-34  113.0  15.4   2.5e-07   30.4   0.6   5.4   5   0   0   5   5   5   5 -
gilliam_13415        -          TPR_2                PF07719.21   8.1e-34  113.0  15.4   2.5e-07   30.4   0.6   5.4   5   0   0   5   5   5   5 -
boryong_02940        -          TPR_2                PF07719.21   3.8e-30  101.6  17.7   3.1e-07   30.0   0.1   5.3   5   0   0   5   5   5   4 -
kato_04950           -          TPR_2                PF07719.21   2.7e-29   98.9   9.5   1.7e-06   27.8   0.0   4.1   4   0   0   4   4   4   4 -
kato_08970           -          TPR_2                PF07719.21   2.7e-29   98.9   9.5   1.7e-06   27.8   0.0   4.1   4   0   0   4   4   4   4 -
ut76_04655           -          TPR_2                PF07719.21   3.6e-25   86.0   6.6   1.2e-08   34.5   0.6   3.2   3   0   0   3   3   3   3 -
gilliam_01675        -          TPR_2                PF07719.21   4.2e-25   85.8  15.4   1.2e-08   34.5   0.7   4.0   4   1   0   4   4   3   3 -
ut176_02385          -          TPR_2                PF07719.21   2.1e-23   80.5  11.5   5.8e-07   29.2   0.5   4.3   4   0   0   4   4   4   4 -
karp_06025           -          TPR_2                PF07719.21   2.4e-23   80.3   4.6   1.1e-06   28.3   0.1   3.1   3   0   0   3   3   3   3 -
ikeda_09215          -          TPR_2                PF07719.21   2.8e-23   80.1   7.3   1.9e-08   33.9   0.7   3.1   3   0   0   3   3   3   3 -
kato_11995           -          TPR_2                PF07719.21   2.8e-23   80.1   7.3   1.9e-08   33.9   0.7   3.1   3   0   0   3   3   3   3 -
karp_04295           -          TPR_2                PF07719.21     1e-22   78.4   6.4   5.5e-06   26.2   0.0   4.4   5   0   0   5   5   4   3 -
karp_05665           -          TPR_2                PF07719.21   6.8e-22   75.8   3.1   4.4e-06   26.5   0.0   3.4   3   0   0   3   3   3   3 -
gilliam_04030        -          TPR_2                PF07719.21   9.5e-22   75.3  12.2   1.4e-06   28.0   0.2   4.2   4   0   0   4   4   4   3 -
ut176_02390          -          TPR_2                PF07719.21   2.1e-21   74.3   5.2   7.9e-07   28.8   0.0   4.0   4   0   0   4   4   4   3 -
boryong_01260        -          TPR_2                PF07719.21   9.1e-20   69.2   6.0     7e-06   25.9   0.1   3.1   3   0   0   3   3   3   3 -
ta686_07510          -          TPR_2                PF07719.21   9.4e-20   69.1   7.8   1.9e-06   27.6   0.4   3.6   3   0   0   3   3   3   3 -
ta686_11130          -          TPR_2                PF07719.21   3.9e-19   67.2   2.7   1.7e-06   27.8   0.3   3.7   3   0   0   3   3   3   3 -
ut76_11090           -          TPR_2                PF07719.21   5.5e-19   66.7   4.6     9e-06   25.5   0.3   3.7   3   0   0   3   3   3   3 -
ta686_09315          -          TPR_2                PF07719.21   1.5e-18   65.3   2.7   2.8e-06   27.1   0.3   3.8   3   0   0   3   3   3   3 -
ut176_10040          -          TPR_2                PF07719.21   2.2e-18   64.8   4.2   1.4e-06   28.1   0.1   4.0   4   0   0   4   4   4   2 -
ta686_05220          -          TPR_2                PF07719.21   4.9e-18   63.8   2.7     4e-06   26.6   0.3   3.7   3   0   0   3   3   3   3 -
kato_11325           -          TPR_2                PF07719.21   4.5e-17   60.7   1.9   4.6e-07   29.5   0.0   3.3   3   0   0   3   3   3   2 -
gilliam_10300        -          TPR_2                PF07719.21     5e-17   60.6   2.2   7.5e-07   28.9   0.2   3.3   3   0   0   3   3   3   3 -
ikeda_06270          -          TPR_2                PF07719.21   7.9e-17   60.0   2.2     3e-06   27.0   0.0   3.1   3   0   0   3   3   3   3 -
ut76_01635           -          TPR_2                PF07719.21   1.5e-16   59.1  13.8   0.00014   21.8   0.1   4.4   5   0   0   5   5   4   3 -
ut76_04010           -          TPR_2                PF07719.21   1.5e-16   59.1   1.3   0.00024   21.0   0.1   4.1   4   0   0   4   4   4   2 -
gilliam_06665        -          TPR_2                PF07719.21   2.7e-16   58.4   3.0   1.5e-06   27.9   0.2   3.6   3   1   0   3   3   3   3 -
gilliam_06720        -          TPR_2                PF07719.21   2.7e-16   58.4   3.0   1.5e-06   27.9   0.2   3.6   3   1   0   3   3   3   3 -
gilliam_04295        -          TPR_2                PF07719.21   2.9e-16   58.2   3.6   1.5e-06   27.9   0.2   3.7   3   1   0   3   3   3   3 -
karp_10835           -          TPR_2                PF07719.21   3.4e-16   58.0   2.3   2.7e-08   33.3   0.2   2.2   2   0   0   2   2   2   2 -
gilliam_12190        -          TPR_2                PF07719.21   3.5e-16   58.0   1.4   2.4e-05   24.2   0.0   3.1   3   0   0   3   3   3   3 -
boryong_00150        -          TPR_2                PF07719.21   3.8e-16   57.9  10.3   0.00012   22.0   1.7   3.4   3   0   0   3   3   3   3 -
ikeda_06265          -          TPR_2                PF07719.21   5.5e-16   57.4   1.3   6.7e-05   22.8   0.0   3.3   3   0   0   3   3   3   3 -
karp_09645           -          TPR_2                PF07719.21   6.1e-16   57.2  10.4   2.3e-09   36.7   0.7   3.2   3   0   0   3   3   3   2 -
boryong_08810        -          TPR_2                PF07719.21   7.7e-16   56.9   6.4   0.00018   21.5   0.8   3.3   3   0   0   3   3   3   3 -
boryong_00745        -          TPR_2                PF07719.21   1.2e-15   56.3   6.7   0.00018   21.5   0.8   3.3   3   0   0   3   3   3   3 -
boryong_07670        -          TPR_2                PF07719.21   1.2e-15   56.3   6.7   0.00018   21.5   0.8   3.3   3   0   0   3   3   3   3 -
boryong_10490        -          TPR_2                PF07719.21   1.2e-15   56.3   6.7   0.00018   21.5   0.8   3.3   3   0   0   3   3   3   3 -
gilliam_13520        -          TPR_2                PF07719.21   1.8e-15   55.8   2.7   3.2e-06   26.9   0.5   3.1   3   0   0   3   3   3   3 -
ut176_01780          -          TPR_2                PF07719.21   4.1e-15   54.6   0.8   2.3e-06   27.3   0.2   2.1   2   0   0   2   2   2   2 -
boryong_06895        -          TPR_2                PF07719.21   4.3e-15   54.6   1.1   2.1e-06   27.5   0.2   2.2   2   0   0   2   2   2   2 -
gilliam_02575        -          TPR_2                PF07719.21   1.2e-14   53.2   2.6     7e-06   25.8   0.2   3.8   3   0   0   3   3   3   2 -
gilliam_05245        -          TPR_2                PF07719.21   1.2e-14   53.2   3.0     7e-06   25.8   0.2   3.9   3   0   0   3   3   3   2 -
gilliam_13045        -          TPR_2                PF07719.21   1.7e-14   52.7   3.3   1.9e-05   24.5   0.1   3.3   3   0   0   3   3   3   2 -
kato_08205           -          TPR_2                PF07719.21   2.2e-14   52.3   0.4   2.1e-07   30.6   0.1   2.1   2   0   0   2   2   2   2 -
kato_05380           -          TPR_2                PF07719.21     3e-14   52.0   6.3   1.9e-06   27.6   0.0   2.5   3   0   0   3   3   2   2 -
ikeda_08030          -          TPR_2                PF07719.21   3.9e-14   51.6   5.9   3.1e-06   27.0   0.2   3.1   3   0   0   3   3   3   2 -
boryong_00145        -          TPR_2                PF07719.21   1.3e-13   49.9   0.9   1.8e-05   24.6   0.1   2.1   2   0   0   2   2   2   2 -
ikeda_00690          -          TPR_2                PF07719.21   1.8e-13   49.5   5.0   2.7e-06   27.1   0.2   2.4   3   0   0   3   3   2   2 -
kato_10150           -          TPR_2                PF07719.21   4.2e-13   48.4   3.5   2.4e-05   24.2   0.2   3.5   3   0   0   3   3   3   2 -
kato_04080           -          TPR_2                PF07719.21   8.3e-13   47.4   1.5   2.6e-06   27.2   0.1   3.0   3   0   0   3   3   2   2 -
ikeda_04930          -          TPR_2                PF07719.21   2.1e-12   46.2   3.5   4.4e-05   23.3   0.2   3.6   3   0   0   3   3   3   2 -
ta686_09355          -          TPR_2                PF07719.21   2.2e-12   46.1   9.9   7.2e-05   22.7   0.1   3.5   4   0   0   4   4   3   2 -
ut176_08265          -          TPR_2                PF07719.21     3e-12   45.7   1.1    0.0037   17.3   0.1   3.2   3   0   0   3   3   3   2 -
karp_05670           -          TPR_2                PF07719.21   4.6e-12   45.1   4.4   5.3e-05   23.1   0.1   2.9   2   1   1   3   3   2   2 -
boryong_00750        -          TPR_2                PF07719.21   6.9e-12   44.6   0.1   1.1e-06   28.3   0.0   2.0   2   0   0   2   2   2   2 -
boryong_07675        -          TPR_2                PF07719.21   6.9e-12   44.6   0.1   1.1e-06   28.3   0.0   2.0   2   0   0   2   2   2   2 -
boryong_08805        -          TPR_2                PF07719.21   6.9e-12   44.6   0.1   1.1e-06   28.3   0.0   2.0   2   0   0   2   2   2   2 -
boryong_10495        -          TPR_2                PF07719.21   6.9e-12   44.6   0.1   1.1e-06   28.3   0.0   2.0   2   0   0   2   2   2   2 -
ut76_05650           -          TPR_2                PF07719.21   7.9e-12   44.4   1.0     0.005   16.9   0.0   3.2   3   0   0   3   3   3   2 -
ikeda_04065          -          TPR_2                PF07719.21   7.9e-12   44.4   1.0     0.005   16.9   0.0   3.2   3   0   0   3   3   3   2 -
kato_06920           -          TPR_2                PF07719.21   7.9e-12   44.4   1.0     0.005   16.9   0.0   3.2   3   0   0   3   3   3   2 -
ikeda_01905          -          TPR_2                PF07719.21   2.3e-11   43.0   2.7   1.9e-06   27.6   0.0   2.6   3   0   0   3   3   2   2 -
kato_05915           -          TPR_2                PF07719.21   2.3e-11   43.0   2.7   1.9e-06   27.6   0.0   2.6   3   0   0   3   3   2   2 -
ikeda_06960          -          TPR_2                PF07719.21     5e-11   41.9   0.5   2.1e-05   24.3   0.0   2.0   2   0   0   2   2   2   2 -
kato_01045           -          TPR_2                PF07719.21     5e-11   41.9   0.5   2.1e-05   24.3   0.0   2.0   2   0   0   2   2   2   2 -
boryong_00610        -          TPR_2                PF07719.21   5.2e-11   41.8   0.8   1.3e-05   25.0   0.1   2.3   2   0   0   2   2   2   2 -
karp_02220           -          TPR_2                PF07719.21   6.6e-11   41.5   1.9   1.3e-05   25.0   0.1   2.6   2   1   0   2   2   2   2 -
gilliam_06625        -          TPR_4                PF07721.18   9.3e-11   41.4   0.0        81    4.4   0.0  10.8  13   0   0  13  13  13   3 -
ut76_01395           -          TPR_6                PF13174.10   9.1e-59  192.1  48.5     0.001   19.6   0.0  16.2  16   0   0  16  16  16  12 -
kato_08130           -          TPR_6                PF13174.10   2.7e-58  190.6  62.5    0.0017   18.9   0.3  17.1  17   0   0  17  17  17  14 -
ta686_06495          -          TPR_6                PF13174.10   2.1e-55  181.6  48.8   0.00076   20.0   0.1  13.2  13   0   0  13  13  13  12 -
ut176_00365          -          TPR_6                PF13174.10   1.3e-52  172.9  51.8   0.00076   20.0   0.1  14.2  14   0   0  14  14  14  11 -
ut176_04860          -          TPR_6                PF13174.10   1.3e-52  172.9  51.8   0.00076   20.0   0.1  14.2  14   0   0  14  14  14  11 -
ut176_05285          -          TPR_6                PF13174.10   1.3e-52  172.9  51.8   0.00076   20.0   0.1  14.2  14   0   0  14  14  14  11 -
gilliam_09395        -          TPR_6                PF13174.10   3.3e-52  171.6  44.7   0.00032   21.2   0.1  12.2  12   0   0  12  12  12  11 -
ut176_09840          -          TPR_6                PF13174.10   6.2e-52  170.7  51.5   0.00076   20.0   0.1  14.2  14   0   0  14  14  14  11 -
ta686_08325          -          TPR_6                PF13174.10   2.5e-50  165.7  47.0   0.00011   22.6   0.4  11.2  11   0   0  11  11  11  10 -
ta686_12460          -          TPR_6                PF13174.10   3.5e-48  159.0  47.1   0.00042   20.8   0.3  11.2  11   0   0  11  11  11  11 -
karp_00635           -          TPR_6                PF13174.10   5.3e-46  152.1  46.0    0.0022   18.6   0.6  16.0  16   0   0  16  16  16   9 -
gilliam_07885        -          TPR_6                PF13174.10   1.5e-45  150.7  39.9     0.002   18.7   0.1  13.2  13   0   0  13  13  13  10 -
ta686_02040          -          TPR_6                PF13174.10   1.6e-43  144.3  45.8    0.0015   19.1   0.2  12.3  12   0   0  12  12  12  11 -
ut176_04380          -          TPR_6                PF13174.10   5.7e-43  142.6  34.8    0.0039   17.8   0.0  12.1  12   0   0  12  12  12  10 -
gilliam_10750        -          TPR_6                PF13174.10   3.2e-42  140.3  56.2    0.0087   16.7   0.1  17.5  18   0   0  18  18  17   8 -
kato_00790           -          TPR_6                PF13174.10   1.2e-41  138.5  51.4    0.0022   18.6   0.1  14.2  14   0   0  14  14  14   9 -
gilliam_06625        -          TPR_6                PF13174.10   9.1e-41  135.7  51.9    0.0013   19.3   0.1  16.7  17   0   0  17  17  16   6 -
kato_06665           -          TPR_6                PF13174.10     2e-40  134.7  44.8    0.0015   19.1   0.7  13.2  13   0   0  13  13  13   9 -
kato_04115           -          TPR_6                PF13174.10   2.4e-40  134.4  44.4    0.0023   18.5   0.2  12.3  12   0   0  12  12  12  10 -
kato_08440           -          TPR_6                PF13174.10   2.4e-40  134.4  44.4    0.0023   18.5   0.2  12.3  12   0   0  12  12  12  10 -
gilliam_05995        -          TPR_6                PF13174.10   2.5e-40  134.3  50.7    0.0013   19.3   0.1  16.7  17   0   0  17  17  16   6 -
ut76_10160           -          TPR_6                PF13174.10   5.2e-40  133.3  42.8     0.002   18.7   0.2  13.2  13   0   0  13  13  13   8 -
ikeda_01310          -          TPR_6                PF13174.10   9.6e-40  132.5  45.5     0.002   18.7   0.2  13.2  13   0   0  13  13  13   9 -
ta686_00215          -          TPR_6                PF13174.10     1e-39  132.4  43.7     0.002   18.7   0.2  13.2  13   0   0  13  13  13   9 -
ta686_05190          -          TPR_6                PF13174.10     1e-39  132.4  43.7     0.002   18.7   0.2  13.2  13   0   0  13  13  13   9 -
ut76_03145           -          TPR_6                PF13174.10   1.9e-39  131.6  27.1    0.0022   18.5   0.0  12.2  12   0   0  12  12  12   8 -
karp_07815           -          TPR_6                PF13174.10     2e-39  131.5  31.5     0.011   16.4   0.1  12.2  12   0   0  12  12  12   8 -
ut176_01130          -          TPR_6                PF13174.10   1.3e-38  129.0  34.8   0.00013   22.5   0.2  10.2  10   0   0  10  10  10   9 -
karp_03465           -          TPR_6                PF13174.10   1.6e-37  125.6  32.5    0.0014   19.2   0.1  11.1  11   0   0  11  11  11   8 -
karp_10465           -          TPR_6                PF13174.10   1.6e-37  125.6  32.5    0.0014   19.2   0.1  11.1  11   0   0  11  11  11   8 -
ut176_02445          -          TPR_6                PF13174.10   1.5e-35  119.4  29.0   0.00061   20.3   0.0  11.2  11   0   0  11  11  11   6 -
kato_08500           -          TPR_6                PF13174.10   3.4e-33  112.0  17.8   0.00048   20.6   0.1   7.3   7   0   0   7   7   7   7 -
karp_09530           -          TPR_6                PF13174.10   3.7e-33  111.9  44.3    0.0065   17.1   0.1  13.9  14   0   0  14  14  13   7 -
ut176_09885          -          TPR_6                PF13174.10   8.3e-32  107.6  32.5     0.034   14.8   0.0  12.3  12   0   0  12  12  12   6 -
gilliam_07410        -          TPR_6                PF13174.10   1.1e-31  107.3  31.0   0.00074   20.0   0.1  11.2  11   0   0  11  11  11   6 -
ut176_05280          -          TPR_6                PF13174.10   2.9e-31  105.9  12.1   0.00014   22.3   0.2   7.2   7   0   0   7   7   7   6 -
karp_01040           -          TPR_6                PF13174.10   3.5e-31  105.7  43.6    0.0037   17.9   0.1  12.9  13   0   0  13  13  12   7 -
ut176_04865          -          TPR_6                PF13174.10   9.4e-31  104.3  17.6   2.3e-05   24.8   0.8   6.2   6   0   0   6   6   6   5 -
kato_10250           -          TPR_6                PF13174.10   2.3e-30  103.1  16.9   0.00048   20.6   0.1   7.3   7   0   0   7   7   7   6 -
boryong_07370        -          TPR_6                PF13174.10   1.3e-29  100.7  22.6      0.28   11.9   0.1  11.8  12   0   0  12  12  11   6 -
ut176_07345          -          TPR_6                PF13174.10   3.8e-28   96.2  28.6   0.00051   20.5   0.0  10.2  10   0   0  10  10  10   5 -
ut176_03600          -          TPR_6                PF13174.10     4e-28   96.1  14.6   0.00037   21.0   0.0   7.3   7   0   0   7   7   7   5 -
ta686_07200          -          TPR_6                PF13174.10   9.8e-28   94.9  19.3     0.001   19.6   0.1   7.3   7   0   0   7   7   7   6 -
ut176_08880          -          TPR_6                PF13174.10   3.6e-27   93.1  32.1   0.00093   19.7   0.8  12.1  12   0   0  12  12  12   4 -
kato_10180           -          TPR_6                PF13174.10   4.4e-27   92.8  14.7     0.046   14.4   0.1   8.3   8   0   0   8   8   8   5 -
karp_04940           -          TPR_6                PF13174.10     3e-26   90.2  24.3    0.0056   17.3   0.2  11.1  11   0   0  11  11  11   4 -
karp_07160           -          TPR_6                PF13174.10     3e-26   90.2  24.3    0.0056   17.3   0.2  11.1  11   0   0  11  11  11   4 -
karp_07740           -          TPR_6                PF13174.10     3e-26   90.2  24.3    0.0056   17.3   0.2  11.1  11   0   0  11  11  11   4 -
karp_08445           -          TPR_6                PF13174.10     3e-26   90.2  24.3    0.0056   17.3   0.2  11.1  11   0   0  11  11  11   4 -
ut176_08060          -          TPR_6                PF13174.10   3.6e-26   90.0  24.6    0.0056   17.3   0.2  11.1  11   0   0  11  11  11   4 -
gilliam_04405        -          TPR_6                PF13174.10   1.1e-25   88.4  27.6    0.0024   18.5   0.1   9.8  10   0   0  10  10   9   4 -
gilliam_02130        -          TPR_6                PF13174.10   1.2e-25   88.4  25.8    0.0097   16.5   0.8   9.2   9   0   0   9   9   9   6 -
gilliam_12410        -          TPR_6                PF13174.10   1.2e-25   88.4  25.8    0.0097   16.5   0.8   9.2   9   0   0   9   9   9   6 -
ta686_08005          -          TPR_6                PF13174.10   3.1e-25   87.0  37.6    0.0045   17.6   0.6  10.3   9   1   1  10  10  10   6 -
gilliam_08555        -          TPR_6                PF13174.10     7e-25   85.9  11.4     0.025   15.2   0.1   8.2   8   0   0   8   8   8   4 -
ta686_09350          -          TPR_6                PF13174.10   1.6e-24   84.8  12.7    0.0012   19.4   0.4   8.2   8   0   0   8   8   8   3 -
ta686_07620          -          TPR_6                PF13174.10   2.4e-24   84.2  27.1    0.0019   18.8   0.4  11.1  11   0   0  11  11  11   4 -
ut76_06370           -          TPR_6                PF13174.10   6.1e-24   83.0  15.1   7.6e-05   23.1   0.4   7.3   7   0   0   7   7   7   4 -
ikeda_03735          -          TPR_6                PF13174.10   7.2e-24   82.8  15.7   0.00017   22.0   0.2   6.4   6   0   0   6   6   6   4 -
ta686_02130          -          TPR_6                PF13174.10   1.2e-23   82.1  23.5    0.0015   19.1   0.4   9.2   9   0   0   9   9   9   5 -
karp_00485           -          TPR_6                PF13174.10   2.4e-23   81.1  29.0     0.015   16.0   0.1   9.9   8   2   2  10  10  10   5 -
karp_07475           -          TPR_6                PF13174.10   2.4e-23   81.1  29.0     0.015   16.0   0.1   9.9   8   2   2  10  10  10   5 -
ut76_11135           -          TPR_6                PF13174.10   4.3e-23   80.3  31.5     0.057   14.1   0.1  11.1  11   0   0  11  11  11   5 -
ut76_10340           -          TPR_6                PF13174.10   6.9e-23   79.7  20.7     0.017   15.8   0.1  10.1  10   0   0  10  10  10   3 -
ikeda_09470          -          TPR_6                PF13174.10   1.6e-22   78.5  29.0     0.059   14.1   0.1  10.0  10   0   0  10  10   9   6 -
gilliam_04155        -          TPR_6                PF13174.10   3.4e-22   77.5  33.8    0.0092   16.6   0.1  10.2   9   1   1  10  10  10   5 -
gilliam_07975        -          TPR_6                PF13174.10   8.6e-22   76.2  31.3    0.0092   16.6   0.1   9.9   9   1   1  10  10   9   5 -
karp_03595           -          TPR_6                PF13174.10   1.8e-21   75.3  27.4     0.052   14.2   0.1  10.3  10   0   0  10  10  10   5 -
ut76_00890           -          TPR_6                PF13174.10   4.3e-21   74.1  30.4    0.0092   16.6   0.1   9.9   9   1   1  10  10   9   4 -
kato_01395           -          TPR_6                PF13174.10   9.7e-21   73.0  16.9    0.0082   16.8   0.0   7.3   7   0   0   7   7   7   4 -
karp_00740           -          TPR_6                PF13174.10   3.8e-20   71.1  21.9     0.019   15.6   0.1   7.3   7   0   0   7   7   7   4 -
karp_02650           -          TPR_6                PF13174.10   5.7e-20   70.5  32.5    0.0092   16.6   0.1  10.2   9   1   1  10  10  10   4 -
kato_06230           -          TPR_6                PF13174.10   5.7e-20   70.5  32.5    0.0092   16.6   0.1  10.2   9   1   1  10  10  10   4 -
ut76_01455           -          TPR_6                PF13174.10   5.7e-20   70.5  32.5    0.0092   16.6   0.1  10.2   9   1   1  10  10  10   4 -
ut76_08560           -          TPR_6                PF13174.10   7.8e-20   70.1  12.8    0.0018   18.8   0.2   5.3   5   0   0   5   5   5   4 -
gilliam_07560        -          TPR_6                PF13174.10   1.1e-19   69.7  17.1    0.0069   17.0   0.0   9.1   9   0   0   9   9   8   3 -
karp_01270           -          TPR_6                PF13174.10   1.3e-19   69.5   8.7    0.0048   17.5   0.2   5.3   5   0   0   5   5   5   4 -
ut176_01165          -          TPR_6                PF13174.10   1.3e-19   69.4  12.5    0.0089   16.7   0.1   8.8   9   0   0   9   9   8   4 -
karp_02695           -          TPR_6                PF13174.10   1.4e-19   69.3  14.9     0.032   14.9   0.0   9.1   9   0   0   9   9   8   3 -
karp_07785           -          TPR_6                PF13174.10   1.4e-19   69.3  14.9     0.032   14.9   0.0   9.1   9   0   0   9   9   8   3 -
ikeda_10400          -          TPR_6                PF13174.10   3.3e-19   68.1  11.9      0.06   14.1   0.0   9.2   9   0   0   9   9   8   3 -
gilliam_12380        -          TPR_6                PF13174.10   3.8e-19   68.0  19.3     0.038   14.7   0.1   9.4  10   0   0  10  10   8   3 -
ut76_01270           -          TPR_6                PF13174.10   1.4e-18   66.2  15.9      0.06   14.1   0.0   8.9   9   0   0   9   9   8   3 -
kato_10885           -          TPR_6                PF13174.10   2.1e-18   65.6  20.6     0.038   14.7   0.1   9.7  10   1   0  10  10   8   3 -
ta686_02570          -          TPR_6                PF13174.10   2.3e-18   65.5  20.5    0.0043   17.6   0.1   9.5  10   0   0  10  10   8   2 -
ut76_09590           -          TPR_6                PF13174.10   3.1e-18   65.1  20.4     0.038   14.7   0.1   9.4  10   0   0  10  10   8   3 -
kato_11570           -          TPR_6                PF13174.10   3.5e-18   64.9  19.3     0.027   15.1   0.0   8.5   9   0   0   9   9   8   4 -
karp_04985           -          TPR_6                PF13174.10   4.1e-18   64.7  15.8     0.032   14.9   0.0   9.2   9   0   0   9   9   8   3 -
karp_12355           -          TPR_6                PF13174.10   4.6e-18   64.6  15.5     0.036   14.8   0.1   8.6   8   0   0   8   8   8   2 -
ut176_01210          -          TPR_6                PF13174.10   5.1e-18   64.4  18.8     0.037   14.7   0.1   7.2   6   1   1   7   7   7   4 -
gilliam_04335        -          TPR_6                PF13174.10   7.6e-18   63.9  11.5    0.0018   18.9   0.1   5.3   5   0   0   5   5   5   3 -
gilliam_13415        -          TPR_6                PF13174.10   7.6e-18   63.9  11.5    0.0018   18.9   0.1   5.3   5   0   0   5   5   5   3 -
ikeda_06520          -          TPR_6                PF13174.10   8.1e-18   63.8  17.2    0.0076   16.9   0.1   9.2   9   0   0   9   9   8   2 -
ikeda_08490          -          TPR_6                PF13174.10   8.1e-18   63.8  17.2    0.0076   16.9   0.1   9.2   9   0   0   9   9   8   2 -
ta686_05305          -          TPR_6                PF13174.10   8.9e-18   63.7  20.1    0.0013   19.3   0.4   8.2   8   0   0   8   8   8   4 -
ta686_06215          -          TPR_6                PF13174.10   8.9e-18   63.7  20.1    0.0013   19.3   0.4   8.2   8   0   0   8   8   8   4 -
ut176_08915          -          TPR_6                PF13174.10   9.3e-18   63.6  24.4     0.011   16.4   0.0   9.4  10   0   0  10  10   8   3 -
ut76_03175           -          TPR_6                PF13174.10   1.1e-17   63.4   9.3     0.032   14.9   0.0   9.3   9   0   0   9   9   9   3 -
karp_06560           -          TPR_6                PF13174.10   1.2e-17   63.3  22.5     0.018   15.7   0.0   9.4  10   0   0  10  10   8   2 -
gilliam_01525        -          TPR_6                PF13174.10   1.3e-17   63.2  14.6     0.075   13.8   0.1   9.1   9   0   0   9   9   7   3 -
